CATEGORIA,PREGUNTA,RESPOSTA,DATA
Miscelània,"Què va crear 1902 Elizabeth Magie, inventora nascuda a Illinois i seguidora de l’economista Henry George, la idea més coneguda del qual és el concepte d’«impost únic» sobre el sòl?",Monopoly,9/12/2024
Geografia,"A quin sant està dedicat un indret, un dels més turístics del seu país, al qual antigament només es podia accedir amb seguretat aproximadament cada 12 hores?",Sant Miquel,9/12/2024
Geografia,"En quina ciutat europea s’inspirà la intervenció que es va fer a partir de 1967 al municipi de Castelló d’Empúries, donant lloc a una urbanització de quasi 7.000 habitants en l’actualitat?",Venècia,9/12/2024
Ciència,"Quin personatge mitològic, filla de Cefeu i Cassiopea, dona nom a una de les 48 constel·lacions descrites per Ptolemeu al segle II i a la galàxia més propera a la Via Làctia?",Andròmeda,9/12/2024
Temes valencians,"Quin és el municipi més poblat del País Valencià, que no siga capital de província, per on travessa el Meridià de Greenwich?",Dènia,9/12/2024
Cine i música,Ordeneu aquests personatges segons l’ordre en què apareixen en la llista de la Núvia en Kill Bill,O-Ren Ishii - Vernita Green - Budd - Elle Driver,17/12/2024
Geografia,"Quin estat sobirà té un color al seu nom, tot i que eixe color no apareix enlloc en la seua bandera?",Cap Verd,17/12/2024
Història,Quin empresari va ser el promotor en 1966 d’un projecte que el príncep Alfons de Hohenlohe va encomanar a l’arquitecte Noldi Schreck en un districte municipal que actualment s’anomena Nova Andalusia?,José Banús,17/12/2024
Ciència,"Quin verb reflexiu, que apareix en una frase feta que sovint es pronuncia incorrectament canviant una lletra, prové d’una denominació en desús que fa referència al cartílag?",Desternillar-se,17/12/2024
Esports,"Quin esportista, dues vegades campió del món i or olímpic, és la imatge des de 1994 d’un electrodomèstic del qual s’han venut més de 100 milions d’unitats?",George Foreman,17/12/2024
Ciència,"Amb quina paraula, que no apareix fins al segle XVII i que fa referència a un tall en llesques, es coneix la varietat d’un aliment que ja apareixia mencionada en l’Odissea quan el protagonista agafa una cistella amb eixe aliment mentre escapa de la cova de Polifem?",Feta,17/12/2024
Art i literatura,"Quin és el cognom de casada de Constance Reid, protagonista d’una novel·la de 1928 d’un escriptor el nom del qual se sol escriure només amb les inicials, i que va ser censurada fins a la dècada de 1960 pel seu contingut sexual explícit i per fomentar l’adulteri?",Lady Chatterley,17/12/2024
Temes valencians,Quin parc natural de la província de Castelló rep el seu nom per la denominació que la congregació carmelitana dona als espais de retirada espiritual i per la presència d’una espècie vegetal que és l’única endèmica de tot Europa?,Desert de les Palmes,17/12/2024
Geografia,A quina distància de la intersecció entre les avingudes Woodward i Michigan es troba una carretera traçada en 1815 i prop de la qual va viure la seua infància un artista nascut el 1972?,8 Mile,7/01/2025
Història,Quina organització guerrillera formada als anys 1970 pren el seu nom de les formacions militars irregulars que sorgiren en els processos d’independència a Amèrica durant el segle XIX?,Montoneros,7/01/2025
Esports,Quins dos personatges de la mitologia grega apareixen en el nom de dos equips que disputen la primera divisió de la sisena lliga europea de futbol segons el rànquing UEFA?,Àjax i Heracles,7/01/2025
Cine i música,"Quina pel·lícula, de la qual enguany es complirà el seu centenari, es titula com un mitjà de transport que va ser batejat en honor a una persona morta més d’un segle abans?",El acorazado Potemkin,7/01/2025
Ciència,"Quin tipus d’animal és Betta splendens, conegut com a «lluitador de Siam» per ser originari del sud-est asiàtic?",Peix,7/01/2025
Ciència,Relacioneu aquests anys actuals amb el calendari corresponent,1474-Armeni; 2569-Budista; 4722-Xinès; 5785-Hebreu,7/01/2025
Cine i música,"Amb quin nom es coneix el recull de càntics dels segles XII i XIII que van ser trobats per Johann Christoph von Aretin en 1803 en l’abadia de Benediktbeuern, i que es van fer especialment populars a partir de 1937?",Carmina Burana,7/01/2025
Temes valencians,"Quins dos autors, màxims exponents de la història de la literatura valenciana, van ser cunyats entre 1437 i 1439?",Ausias March i Joanot Martorell,7/01/2025
Temes valencians,"Quin era el nom de l’establiment que es va ubicar en 1986 en les termes Victòria de València, amb un logo inspirat en la senyalística d’obres i carreteres?",ACTV,14/01/2025
Cine i música,"Quina formació musical, creada el 1997 i que actualment compta amb més de 800 artistes, s’anomena amb una paraula que en la seua llengua d’origen significa «habilitat i destresa»?",Mayumaná,14/01/2025
Història,Quins dos corrents polítics reben el seu nom perquè es referien a la majoria i a la minoria de representants en un congrés celebrat el 1903?,Bolxevics i menxevics,14/01/2025
Història,Ordeneu cronològicament aquests faraons egipcis,Hatshepsut - Akenatón - Tutankamón - Ramsés II,14/01/2025
Esports,Quina és l’única persona a la història en guanyar una medalla d’or als Jocs Olímpics i un Oscar?,Kobe Bryant,14/01/2025
Miscelània,"Quin complement de moda, dissenyat per la marca Hermès, i amb un cost d’almenys 6.000 dòlars, porta el nom d’una cantant i actriu anglesa morta en 2023?",Bolso Birkin,14/01/2025
Ciència,"Quin era el cognom d’un homeòpata anglès nascut en 1886 que va inventar 38 preparats amb solucions de brandi, aigua i espècies vegetals silvestres?",Edward Bach,14/01/2025
Ciència,"Quina és la frase més famosa, i probablement apòcrifa, d’una persona del cadàver de la qual es tallaren diversos dits i dents per ser guardats com a relíquia en una cerimònia l’any 1737, quasi un segle després de la seua mort?",Eppur si muove,14/01/2025
Ciència,"Quin és el nom comú de Salix babylonica, que remet a una història bíblica on els jueus s’amagaven en ells per lamentar-se per la seua pàtria perduda?",Salze ploraner,20/01/2025
Geografia,"Quins dos estats sobirans connectava el Pont d’Adam, una formació natural que va ser destruïda per unes tempestes al segle XV, i que des d’aleshores manté ambdós territoris incomunicats?",Índia i Sri Lanka,20/01/2025
Història,"Quina tradició de l’Església catòlica, que se celebra en tot el món el penúltim diumenge d’octubre, té el seu origen en l’encíclica Rerum Ecclesiae que va promulgar Pius IX en 1926?",Domund,20/01/2025
Art i literatura,"Quin encàrrec va fer en 1564 el Papa Pius V al pintor Daniele da Volterra, que va fer que aquest passara a la història com «Il Braghettone»?",Tapar el judici final de Miguel Angel,20/01/2025
Esports,"Quin esport, nascut al segle XIX i un dels pocs que es disputa en un terreny de joc ovalat, només té lliga professional en un estat sobirà?",Futbol australià,20/01/2025
Cine i música,Quin grup musical espanyol dels anys 90 s’anomena a partir d’una novel·la epistolar de 1782 el subtítol de la qual és «Cartes recollides en un cercle social i publicades per a la instrucció d’alguns altres»?,Amistades peligrosas,20/01/2025
Ciència,"Quin plat típic italià, que es pot presentar en forma de sopa o de gelat, pren el seu nom del diminutiu d’un verb que significa «fer tires»?",Stracciatella,20/01/2025
Temes valencians,Ordeneu per capacitat aquests estadis del País Valencià,Martínez Valero - Rico Pérez - Ciutat de València - Ceràmica,20/01/2025
Ciència,"Amb quina paraula anglesa s’ha popularitzat un procés fisiològic, encara discutit en la comunitat científica, però que podria tindre relació amb els descobriments que va fer l’escocès Alexander Skene a finals del segle XIX?",Squirting,28/01/2025
Miscelània,"El nom de quin instrument de tortura, que possiblement no es va construir fins a finals del segle XVIII, es va fer popular en un context completament diferent a partir de 1975?",Iron Maiden,28/01/2025
Art i literatura,"Quina expressió en llatí, ja en desús, era molt comú com a fórmula d’acomiadament, i és la paraula amb la qual es tanca el Don Quixot de Cervantes?",Vale,28/01/2025
Història,"En quin municipi de l’estat espanyol foren afusellats Fermín Galán i Ángel García Hernández, dos dies després d’haver-se pronunciat contra la monarquia borbònica en 1930?",Jaca,28/01/2025
Història,"Quina companya artística, fundada en 1776, té la seua seu en un edifici dissenyat per Joseph Bové i amb un nom que en la seua llengua significa «gran teatre»?",Ballet Bolshoi,28/01/2025
Temes valencians,"Amb quin nom eren coneguts tres personatges que es donaren a conèixer a partir de 1992 i que estaven interpretats per Ricardo Jordán, Carme Juan i José Vicente Baynat?","Xoni, Poti i Tiriti",28/01/2025
Esports,"Quin personatge històric, nascut en 1847, va inspirar el nom de pila d’un famós esportista nascut en 1940 en un país diferent del mateix continent?",Thomas Edison,28/01/2025
Ciència,Quina part de l’univers conegut té un nom que prové d’una llegenda de la mitologia grega on estan implicats Hera i Heracles quan era un nadó?,Via Làctia,28/01/2025
Temes valencians,"El fèretre de quin personatge històric es va transportar caminant durant onze dies i 467 kilòmetres, tema central d’una novel·la de 2024 d’un escriptor nascut al Genovés en 1985?",José Antonio Primo de Rivera,4/02/2025
Miscelània,"Quina paraula, que remet a una celebració festiva, va arribar al castellà procedent del portuguès, i a la seua vegada deriva de la denominació en llatí de la paraula «vesprada»?",Sarao,4/02/2025
Història,Relacioneu els quatre evangelistes amb la figura del tetramorf que els representa,Mateu - Àngel; Marc - Lleó; Lluc - Bou; Joan - Àliga,4/02/2025
Ciència,"De quin animal és una varietat el bantam, anomenat així per una ciutat d’Indonèsia i que dona nom a una categoria esportiva que va dominar Jimmy Barry a finals del segle XIX?",Gall,4/02/2025
Història,"Quin estat sobirà actual va tindre 24 banderes oficials diferents al segle XX i 3 més al segle XXI, sent el seu últim canvi l’any 2021?",Afganistan,4/02/2025
Ciència,"Quina popular expressió, en pretèrit perfecte d’indicatiu, es remunta a fa més de 2.200 anys, tot i que probablement mai va ser pronunciada?",Eureka,4/02/2025
Miscelània,"Quin personatge, el nom del qual procedeix d’una onomatopeia en la seua llengua original, té quatre enemics anomenats Shadow, Speedy, Bashful i Pokey?",Pac-Man,4/02/2025
Esports,Ordeneu aquests pals de golf per la distància al green a la qual se solen utilitzar,Driver - Fusta - Ferro - Wedge,4/02/2025
Història,"El partit comunista de quin país va estar dirigit per la mateixa persona entre 1954 i 1989 després de majories aplastants, fet que va donar lloc a una expresió habitual en l’argot polític?",Bulgària,11/02/2025
Temes valencians,"Quin riu del País Valencià, conegut també com Bolata, té el mateix nom que una altra província de l’estat espanyol?",Girona,11/02/2025
Art i literatura,Ordeneu cronològicament aquestes obres de Michelangelo Buonarroti,Pietat (1498) - David (1501) - Moisés (1513) - Judici Final (1536),11/02/2025
Cine i música,"Quin personatge femení, que apareix en una sèrie que adapta un manga de 1984, té nom de peça de roba interior, com totes les dones de la seua família?",Bulma,11/02/2025
Esports,"Quin esportista, nascut a Califòrnia en 1968, donava nom a un videojoc de 1999 on, a més d’ell, es podia jugar amb altres esportistes com Bob Burnquist, Bucky Lasek o Elissa Steamer?",Tony Hawk,11/02/2025
Ciència,"Quina elaboració culinària, habitual en aquestes dates, és típica del Camp de Tarragona i dos dels seus ingredients principals permeten datar el seu origen després de la colonització d’Amèrica?",Salsa romesco,11/02/2025
Ciència,"Quina tecnologia fictícia, donada a conèixer a la dècada de 1980, es va traduir al castellà canviant una lletra per evitar possibles connotacions sexuals?",Condensador de fluzo,11/02/2025
Història,"Quin personatge històric, canonitzat al segle XVII, va morir a Alba de Tormes la nit del 4 al 15 d’octubre de 1582, perquè en eixe moment va entrar en vigor la transició del calendari julià al calendari gregorià?",Santa Teresa de Jesús,11/02/2025
Història,Relacioneu aquests polítics amb el seu segon cognom,"Cuca Gamarra Ruiz-Clavijo, Oskar Matute García de Jalón, Mª Jesús Montero Cuadrado, Gabriel Rufián Romero",18/02/2025
Ciència,"Qui va donar a conèixer dues persones conegudes com Mari Bárbola i Nicolasito Pertusato, que exemplifiquen la diferència entre el nanisme acondroplàsic i el nanisme hipofisiari?",Diego Velázquez,18/02/2025
Temes valencians,Quin sant protagonitza una tradició que porta centenars de fidels cada dilluns a una església del carrer Cavallers de València?,San Judas Tadeo,18/02/2025
Miscelània,"Quina paraula, que designa una persona de poca importància, podria tenir un origen morisc que es referiria a aquells als quals se’ls ha arrebassat totes les seues possessions?",Mindundi,18/02/2025
Ciència,"Quin és el nom popular, derivat de la seua forma ramificada, dels bacteris anaeròbics que són un dels primers a colonitzar l’intestí dels nounats?",Bifidus,18/02/2025
Història,"Quina organització, fundada a Ucraïna en 2008 per Anna Hutsol amb el nom de «Nova Ètica», té aquest logo?",Femen,18/02/2025
Esports,Ordeneu aquests equips de futbol pel nombre de lligues del seu país que han guanyat,Celtic (54) - Benfica (38) - Galatasaray (24) - Panathinaikos (20),18/02/2025
Miscelània,"Quin és el nom popular, procedent de l’onomatopeia del so del motor, d’un mitjà de transport que en japonès és conegut com «jinrikisha»?",Tuk Tuk,18/02/2025
Esports,Ordeneu aquests esports d’hivern pel nombre màxims de participants per equip,Bobsleigh (4) - Luge (2) - Skeleton (1),25/02/2025
Història,Quin verb de la primera conjugació agafa el seu significat de la manera en la qual foren expulsats Jaroslav Martinitz i Wilhelm Slavata del castell de Hradcany a Praga el 23 de maig de 1618?,Defenestrar,25/02/2025
Ciència,"Quina recepta gastronòmica, el nom de la qual significa «trossos barrejats», és també el títol d’una cançó de 2001 que va ser triada per la revista Metal Hammer com la millor cançó de heavy metal del segle XXI?",Chop suey,25/02/2025
Cine i música,"En quin esdeveniment històric va estar present la filàntropa i activista Margaret Tobin Brown, que li va valdre un malnom que mai va utilitzar en vida, sinó que es va crear per a una pel·lícula estrenada en 1964, quasi un segle després del seu naixement?",Afonament del Titanic,25/02/2025
Història,"Amb quin famós personatge, d’identitat dubtosa, es va relacionar el barber d’origen polonès Aaron Kosminski, nascut en 1865, després d’un examen d’ADN publicat en 2024?",Jack el destripador,25/02/2025
Temes valencians,Quina paraula en diminutiu es va fer famosa després de ser pronunciada en un discurs de 2015 per una persona que va morir l’any següent?,Caloret,25/02/2025
Miscelània,"Quin producte venien els comerciants del mercat de Les Halles a París a finals del segle XIX, vestits amb un tipus de jersei de llana, fet que ha derivat en una paraula que actualment denomina un tipus de roba?",Alls (chandal),25/02/2025
Miscelània,"Quina paraula, que se sol utilitzar en la seua llengua original, té el seu origen en la dècada de 1930 en un context afroamericà, però es fa servir actualment en un sentit més ample i de forma despectiva?",Woke,25/02/2025
Temes valencians,Quin inventor va crear en 1935 una empresa la seua de la qual està a prop de Stuttgart i que va incrementar significativament les seues vendes al País Valencià a finals de 2024?,Kärcher,4/03/2025
Història,"Digueu quatres dels cinc Ulul Azmi, els profetes de l’Islam que són reconeguts amb reverència pel seu inusualment fort compromís amb Déu a pesar de patir grans patiments","Noé, Abraham, Moisés, Jesús, Mahoma",4/03/2025
Esports,"Quin club esportiu porta el nom antic del barri on s’ubica, que remet a una tribu celta que es va establir en el periode hel·lenístic, i que actualment significa «poble negre» en la seua llengua oficial?",Galatasaray,4/03/2025
Cine i música,Relacioneu aquestes pel·lícules clàssiques amb l’estudi que les va produir,All About Eve - 20th Century Fox; Casablanca - Warner; Gone With the Wind - Metro; Sunset Boulevard - Paramount,4/03/2025
Història,Quin advocat de Nova York dona nom a un espai natural sostret il·legalment als sioux en 1870 i on entre 1927 i 1941 es va fer una construcció realitzada per l’escultor Gutzon Borglum?,Rushmore,4/03/2025
Art i literatura,"Quin artista, que va ser «expulsat» d’un moviment artístic en 1934, era conegut en alguns cercles amb l’anagrama «Ávida Dollars»?",Salvador Dalí,4/03/2025
Ciència,"Quin era el nom d’un vaixell bergantí de classe cherokee de la Marina Reial Britànica, famós per un viatge que va fer al voltant del món entre 1831 i 1836 i que va inspirar un llibre de 1859?",Beagle,4/03/2025
Ciència,Quin fenomen natural pren el seu nom d’una llegenda de l’Empordà en la qual s’enfronten en una competició el dimoni i un religiós del segle IV que va morir al centre de França?,Arc de Sant Martí,4/03/2025
Ciència,"Quina tecnologia, realitzada per Stuart Freeborn, va ser utilitzada per primera vegada amb èxit al cine en una pel·lícula de 1940 titulada «El lladre de Bagdad»?",Croma,11/03/2025
Miscelània,"Amb quins colors s’identifica des de l’època medieval un ofici que el Concili de Tours de 1163 va prohibir exercir al clergat, i les funcions del qual van ser establertes per la Germandat de Sant Cosme i Sant Damià al segle XIII?","Blanc, blau i roig",11/03/2025
Cine i música,"Quina actriu, nascuda en 1978, ha participat en les tres pel·lícules més taquilleres de la història del cine?",Zoe Saldaña,11/03/2025
Geografia,Classifiqueu aquestes ciutats d’EUA segons siguen o no capitals del seu estat,"Sí - Denver, Phoenix; No - Chicago, Detroit, New Orleans",11/03/2025
Història,"Quin orde religiós, fundat per Robert de Molesme al segle XI, pren el seu nom d’una localitat romana propera a l’actual ciutat de Dijon?",Císter,11/03/2025
Ciència,"Quin nom de la mitologia clàssica se li dona popularment a la planta Dionaea muscipula, i que té relació amb els seus hàbits alimentaris?",Venus atrapamoscas,11/03/2025
Temes valencians,"Qui va ser l’il·lustre inquilí, entre novembre de 1936 i abril de 1938, de Villa Amparo, un xalet de la localitat valenciana de Rocafort, abans de la seua partida cap a Barcelona?",Antonio Machado,11/03/2025
Esports,"Quin joc, popularitzat a partir de la dècada de 1960 als països angloparlants, té el nom de la persona que va escriure un dels llibres més populars de la baixa edat mitjana?",Marco Polo,11/03/2025
Ciència,"Quin joc tradicional, que es remunta a l’antic Egipte, té un nom que es refereix a la denominació col·loquial d’un os del peu dels mamífers anomenat científicament astràgal?",Taba,25/03/2025
Cine i música,Ordeneu cronològicament aquests assassinats en la pel·lícula Seven (1995),Gola-Peresa-Luxúria-Ira,25/03/2025
Història,"Quin polític, sobre el qual es va estrenar un biopic en 2024, té un nom procedent del gaèlic que significa «governant del món» i va ser utilitzat per dos reis dels escocesos i els pictes al segle IX?",Donald Trump,25/03/2025
Història,Quin estat sobirà va afegir una corona a la seua bandera després dels JJOO de 1936 en adonar-se que era idèntica a la d’un país d’un altre continent?,Liechtenstein,25/03/2025
Ciència,Quin personatge bíblic de l’Antic Testament dona nom a un gènere d’insectes que pot arribar als 12 centímetres de llargària?,Goliat,25/03/2025
Art i literatura,"Quin era el nom en la mitologia clàssica de la filla de Menelau i Helena, i que després es va utilitzar per a un personatge literari, de pares dentistes, descrit en el llibre com «molt lògic, just i de bon caràcter»?",Hermione,25/03/2025
Temes valencians,"Quin barri de la ciutat de València té el mateix nom que un dels amics de Tombatossals, el gegant mític que segons la tradició va fundar la ciutat de Castelló?",Arrancapins,25/03/2025
Esports,"Quin és el nom que es dona popularment a l’estàtua feta per Carlo Pellicani que corona la catedral de Milà, i que també s’utilitza per denominar el partit de futbol que enfronta els dos equips de la ciutat?",La Madonnina,25/03/2025
Cine i música,"Quin personatge, famós per un programa de televisió que es va emetre per primera vegada en 1974, va treballar com a assessor de Charlton Heston i Sofia Loren en la pel·lícula «El Cid» de 1961?",Félix Rodríguez de la Fuente,1/04/2025
Ciència,"Segons la llegenda, quins animals foren assassinats en massa a Europa després de la butlla papal «Vox in Rama» decretada per Gregori IX en 1233?",Gats,1/04/2025
Temes valencians,"Quin accident topogràfic del País Valencià presenta una característica física que la tradició atribueix a l’heroi carolingi Rotlà, siga per lluitar contra un cabdill moro o siga per amor a una dona?",Puig Campana,1/04/2025
Ciència,"Amb quin nom es va denominar un conjunt de 17 elements químics, el primer del qual va ser descobert per Carl Axel Arrhenius en 1787 en la localitat sueca d’Ytterby?",Terres rares,1/04/2025
Història,"Quina institució científica i educativa dels EUA, amb seu també a Panamà, porta el nom del seu fundador, un científic britànic de principis del segle XIX, i té aquest logo?",Smithsonian Institute,1/04/2025
Miscelània,"Quin era el nom de les dues gosses d’Uxía i María Domínguez, que van donar nom a una empresa que en 2006 va ser denunciada per una cantant, model i actriu morta en 2017 per utilitzar el seu nom?",Bimba y Lola,1/04/2025
Història,"Quina «tradició», que encara es manté, va començar a l’estat espanyol en 1918, però no es va produir entre 1920 i 1925 ni entre 1930 i 1936?",Canvi d'hora,1/04/2025
Esports,"Quin país europeu és el segon que més victòries ha aconseguit en el Giro d’Itàlia i el Tour de França, només per darrere dels països amfitrions?",Bèlgica,1/04/2025
Art i literatura,"Des de quin lloc estava signada la carta que va rebre George Lusk en 1888, que va donar lloc al títol d’una novel·la gràfica de 1993 i una pel·lícula de 2001 protagonitzada per Johnny Depp?",From Hell,8/04/2025
Miscelània,"Quina beguda alcohòlica, molt arrelada en un país d’Amèrica, té un origen incert, però podria derivar de la locució milanesa que es refereix a la placa de ferro polit que s’emprava per elaborar el licor?",Fernet,8/04/2025
Història,"Quina acció, que deriva de la denominació japonesa per a «monjo» va ser duta a terme per primera vegada en 1963 per Thich Quang Duc i per última vegada en 2024 per Aaron Bushnell en protesta pel genocidi israelià en Gaza?",Cremar-se a lo bonzo,8/04/2025
Temes valencians,Digueu cinc parades de la Zona A de Metrovalència on aparega el nom propi d’una persona,"Àngel Guimerà, Jesús, Sant Isidre, Machado, Manuel Broseta, Colón, Av. del Cid, Vicente Zaragozá, Ernest Lluch, Dr. Lluch, Francesc Cubells, Sant Miquel dels Reis, Amado Granell",8/04/2025
Història,"Quin personatge de ficció, que aparegué per primera vegada en un llibre en la dècada de 1920, està censurat en un estat sobirà per la comparació humorística que s’ha fet en internet amb el seu president?",Winnie the Pooh,8/04/2025
Miscelània,Quin instrument musical de vent es troba en el títol d’un videojoc llançat en 1998 per a la consola Nintendo 64 i que va ser la cinquena entrega d’una saga que ja porta vint jocs considerats canònics?,Ocarina,8/04/2025
Ciència,"A quin aliment, originari del Cantó de Friburg, se li atribueix erròniament una característica, que sí que té un altre aliment fet al mateix país, per culpa d’una mala traducció de la sèrie de televisió Heidi?",Formatge Gruyère,8/04/2025
Esports,"Quin objecte, tradicionalment associat a un continent tot i que es tenen evidències de la seua presència als cinc continents des de l’antiguitat, té el rècord Guinness del llançament més llarg per un ésser humà amb 427,2 metres en 2005?",Búmeran,8/04/2025
Temes valencians,"Quina empresa valenciana, fundada en 1956, rep el seu nom per la seua activitat derivada de productes avícoles, tot i que els seus productes més coneguts no tenen res a veure amb eixa activitat?",Avidesa,15/04/2025
Ciència,"De quina llengua peninsular és una variant el belsetán, que només compta amb una vintena de parlants i ha sigut objecte d’un documental anomenat «21.000 palabras»?",Aragonès,15/04/2025
Ciència,Quin personatge bíblic apareix en la denominació comuna d’una part del cos humà el desenvolupament de la qual es considera un caràcter sexual secundari masculí?,Adam,15/04/2025
Història,"Quin territori, que etimològicament significa «lloc on el riu es fa estret» en referència al riu Sant Llorenç, va tindre un referèndum d’independència en 1995 que es quedà a un punt percentual de fer-se efectiu?",Quebec,15/04/2025
Cine i música,"Quina flor està relacionada amb l’actriu Elizabeth Short, morta en 1947 i la història de la qual es va convertir en una novel·la de 1987 i una pel·lícula de 2006?",Dàlia negra,15/04/2025
Esports,"Quin esport olímpic, originari d’Àsia i anomenat Poona, rep des de finals del segle XIX la denominació de la finca campestre del duc de Beaufort?",Badminton,15/04/2025
Miscelània,Relacioneu aquests aniversaris de boda amb els anys que corresponga,10 anys - Alumini; 15 anys - Cristall; 20 anys - Porcellana; 35 anys - Coral,15/04/2025
Història,Quin arxipèlag del Pacífic va ser anomenat per James Cook com un territori al nord del mur d’Antoní que mai va ser conquerit de forma efectiva pels romans i que hui equival aproximadament a un país europeu no sobirà?,Nova Caledònia,15/04/2025
Ciència,L’argument de quina sèrie de televisió està inspirat en un documental de la BBC de 2006 que tracta sobre un organisme anomenat Cordyceps unilateralis?,The Last of Us,22/04/2025
Geografia,Digueu tres estats sobirans la bandera dels quals continga la bandera del Regne Unit,"Austràlia, Nova Zelanda, Fiyi, Tuvalu",22/04/2025
Història,"Quina frase popular, associada al concepte d’indiferentisme religiós, té el seu origen en les paraules, probablement apòcrifes, que hauria pronunciat Enric de Borbó a finals del segle XVI?",París ben val una misa,22/04/2025
Art i literatura,"Quina illa, que apareixia en la novel·la Els viatges de Gulliver, apareix també en la pel·lícula El castell al cel de Hayao Miyazaki, encara que en el doblatge en castellà es refereixen a ella amb un altre nom?",Laputa,22/04/2025
Cine i música,"Quina malaltia, produïda per un bacteri del gènere dels estreptococs, rep el seu nom pel color de les erupcions cutànies que provoca?",Escarlatina,22/04/2025
Ciència,"Segons una llegenda, quina era la característica extraordinària del papa Joan VIII, el pontificat del qual hauria donat lloc a l’existència d’un procediment que en llatí s’anomena «Duos habet et bene pendentes»?",Era una dona,22/04/2025
Temes valencians,"Quin animal apareix representat en una de les pintures rupestres més conegudes de les Coves de l’Aranya a Bicorp, que probablement suposen la representació més antiga coneguda d’aquest animal?",Abella,22/04/2025
Esports,"Quin esport, el nom del qual conté un gentilici, és conegut també com «l’art de les vuit extremitats»?",Muay Thai,22/04/2025
Esports,Relacioneu aquestes posicions en el rugbi amb el dorsal que utilitzen,2-Taloner; 3-Pilar dret; 9 - Mig de melé; 10 - Obertura,29/04/2025
Temes valencians,Els membres més destacats de quina família valenciana es troben soterrats des de principis del segle XVII en la mateixa ciutat però a tres kilòmetres del lloc on els correspondria?,Borja,29/04/2025
Cine i música,"Quina cançó, inspirada en La marxa dels zuaus o en La varsoviana de finals del segle XIX, té una lletra que va ser adaptada al castellà per Valeriano Orobón a finals de 1933?",A las barricadas,29/04/2025
Ciència,"Quina pràctica, anomenada tzantsa en la seua llengua natal i prohibida a mitjans segle XX, va ser practicada pel poble shuar, més coneguts amb el nom que els donaren els conqueridors espanyols a finals del segle XVI?",Reducció de caps,29/04/2025
Cine i música,"Quina banda de música, formada en 1974, va ser batejada en referència al nom fals amb el qual s’enregistrava Paul McCartney als hotels durant l’època de més fama de The Beatles?",Ramones,29/04/2025
Història,"Quin era el cognom del ministre de Guerra francès entre 1922 i 1924, responsable de la creació d’una construcció que es va utilitzar fins al 1969?",Maginot,29/04/2025
Geografia,"Quin municipi de l’estat espanyol, d’uns 73.000 habitants, té el seu origen en una xicoteta aldea de pastors situada en una depressió del terreny?",Majadahonda,29/04/2025
Ciència,"Quin invent, la patent del qual va ser enregistrada per Elijah Jefferson Bond en 1880, té un nom format per dos monosíl·labs en dos idiomes diferents?",Ouija,29/04/2025
Ciència,"Quin topònim, que correspon al nom antic de la capital d’un estat sobirà, apareix en la denominació d’uns conills i unes cabres els pèls dels quals s’utilitza per fer diferents teixits?",Angora,6/05/2025
Història,"Quina regió històrica europea, hui en dia repartida entre dos estats sobirans, té un nom molt similar, encara que sense relació etimològica, amb una regió dins l’estat espanyol?",Galitzia,6/05/2025
Miscelània,"Segons la fabula de Fedre, quin animal es va quedar amb totes les parts en el repartiment d’una presa per ser el més fort, fet que donà lloc a un concepte jurídic que es considera nul «ipso iure»?",Lleó ,6/05/2025
Temes valencians,"Quina banda, formada en Alacant en l’any 2000, comparteix denominació amb una beguda estimulant i una planta amazònica de nom científic Paullinia cupana?",Guaraná,6/05/2025
Història,En honor a quines dues persones es va rebatejar en 1899 un edifici construït a Londres en 1852 amb el nom de South Kensington Museum?,Victoria & Albert,6/05/2025
Esports,Classifiqueu aquests futbolistes segons estiguen patrocinats per Nike o Adidas,"Nike - Haaland, Mbappé, Lamine Yamal; Adidas - Messi, Salah",6/05/2025
Ciència,"Quina és la denominació comercial més coneguda del citrat de sildenafil, popularitzada per un anunci de 2002 protagonitzat per un famós futbolista mort en 2022?",Viagra,6/05/2025
Art i literatura,En quina ciutat de l’actual Líban té el seu origen un llibre molt relacionat amb una invenció que va tindre lloc en Alemanya al segle XV?,Biblos,6/05/2025
Cine i música,Relacioneu aquestes bandes tribut amb la banda a la qual reten homenatge,Hayseed Dixie - AC/DC; Synchronicity-The Police; The Logical Group-Supertramp; Yellow Matter Custard-The Beatles,13/05/2025
Història,Quina regió històrica europea apareix en el títol d’una cançó de 1975 que utilitza una estructura pròpia de peces musicals del romanticisme?,Bohèmia,13/05/2025
Temes valencians,"Quin personatge valencià, nascut als últims anys del segle XIV i el nom del qual es repeteix també al seu cognom, va estar present en dues importants operacions militars a l’illa de Còrsega?",Jordi de Sant Jordi,13/05/2025
Ciència,"Quina unitat de masa, equivalent a 100 kilograms, s’utilitza figuradament per a dir que alguna cosa és molt pesada?",Quintal,13/05/2025
Esports,"Quin recinte esportiu, inaugurat l’11 de febrer de 1968 i el més antic d’una de les competicions que acull, rep el seu nom en honor al quart president dels EUA?",Madison Square Garden,13/05/2025
Història,"Quin sistema d’organització del treball, que rep el nom del seu creador, es va establir després de la publicació en 1911 de l’obra Principles of Scientific Management?",Taylorisme,13/05/2025
Ciència,"Amb quina paraula, procedent del grec i que significa «allò que va errant» es denomina un conjunt de microorganismes principalment microscòpics?",Plancton,13/05/2025
