CATEGORIA,PREGUNTA,RESPOSTA,DATA
Art i literatura,"Quin era el malnom de Vassili Grigórievich Záitsev, heroi soviètic de la batalla de Stalingrad, amb el qual es batejaren els fusells que s’utilitzaven al servei militar de Cuba als anys 60 i que, segons algunes interpretacions, podria aparèixer en la lletra de la cançó més coneguda de Silvio Rodríguez?",Nievi,12/11/2024
Geografia,"Segons una llegenda recollida per un cronista del segle XVII, quin riu europeu pren el seu nom del d’un gos que es va ofegar a les seues aigües mentre caçava un ur salvatge, animal que apareix en l’escut d’un estat sobirà que s’anomena a partir d’eixe riu?",Moldova,12/11/2024
Esports,Digueu un dels dos països de menys de 15 milions d’habitants que han guanyat alguna vegada la Copa d’Àfrica masculina de futbol,Tunísia i Congo,12/11/2024
Temes valencians,"El nom de quina associació cultural valenciana, fundada en 1993, està compost per les primeres i últimes lletres de la localitat on es troba la seua seu?",Bassot,12/11/2024
Ciència,"Quin terme geogràfic, que apareixia en el títol del segon disc del grup Creedence Clearwater Revival, és equivalent a la veu aragonesa «galacho», que es refereix al riu Ebre?",Bayou,12/11/2024
Història,"Qui governa en una cacistocràcia, terme d’etimologia grega utilitzat per primera vegada al segle XVII i de forma més estesa al segle XXI?",Els pitjors,12/11/2024
Ciència,"Quin producte natural, de gran prestigi arreu del món des de l’època romana, està relacionat amb un moviment social de protesta sorgit a principis del segle XXI i que té aquest logo?",Marbre de Carrara,12/11/2024
Cine i música,Digueu el títol que van tindre a l’estat espanyol les pel·lícules que tenien aquests títols en Mèxic,"La jungla de cristal (1988), Solo en casa (1990), Pulp Fiction (1994), Resacón en Las Vegas (2009)",12/11/2024
Art i literatura,Ordeneu cronològicament aquests esdeveniments narrats en l’Odissea d’Homer,Polifem - Circe - Sirenes - Escila i Caribdis,19/11/2024
Temes valencians,Quina expressió popular en català deriva d’una tècnica originària de Venècia al segle XVI i que van tindre molta importància a llocs com Monòver i altres indrets de les comarques properes?,Fil per randa,19/11/2024
Cine i música,"Quins esperits de la religió yoruba, posteriorment exportats en la diàspora africana cap a Amèrica, donen nom a un grup de hip-hop fundat en 1999 per Niko Noki, Roldán i Flaco-Pro?",Orishas,19/11/2024
Història,"De quin estat sobirà és molt similar la bandera de la República d’Artsaj, després que la població d’aquell origen declarara el territori com a independent el 10 de desembre de 1991?",Armènia,19/11/2024
Història,"Quin edifici, construït en 1825 i on han mort almenys 614 persones, va recuperar el seu nom original en 1985 després que en 1970 s’haguera canviat per incloure el topònim Ossining, localitat a la vora del riu Hudson on està localitzat?",Sing Sing,19/11/2024
Esports,"Quin esportista professional, actiu entre 1969 i 1980 i mort en 1993 per complicacions derivades del VIH, dona nom a l’estadi de tenis amb més capacitat del món (22.547 espectadores)",Athur Ashe,19/11/2024
Ciència,"Amb quin nom de tres lletres era conegut un animal del gènere Dinornis de més de 3,7 metres d’alçària i que va ser extingit pels maoris fa aproximadament 400 anys?",Moa,19/11/2024
Miscelània,"Quina empresa, creada en 1943 i actualment radicada als Països Baixos, va ser nomenada amb les inicials i el lloc de naixement del seu creador i té al seu logo els colors de la bandera del país del qual és originària?",IKEA,26/11/2024
Ciència,"Amb quin nom, que ve d’una paraula llatina que significa «oscil·lar», s’anomena el moviment periòdic de l’eix de rotació de la Terra al voltant de la seua posició mitjana en l’esfera celeste?",Nutació,26/11/2024
Història,"A quina ètnia, que dona nom a un estat sobirà actual, pertany un poema èpic anomenat Manàs, vint vegades més llarg que l’Odissea d’Homer i que narra l’unió de les quaranta famílies originàries, que apareixen com a raigs de sol en la seua bandera?",Kirguís,26/11/2024
Ciència,"En què consisteix l’art japonès anomenat kintsugi, que es remunta a finals del segle XV i té relació amb un shogun anomenat Ashikaga Yoshimasa i els seus dos gots favorits per al té?",Reparar la ceràmica amb or,26/11/2024
Esports,"Quin és l’únic esport, a més de la vela i l’equitació, on ha participat un membre de les famílies reials europees als Jocs Olímpics d’estiu, fet que va tenir lloc en Sydney 2000?",Natació,26/11/2024
Història,"Amb quin apel·latiu són més coneguts els implicats en el setge de Baler, fet històric immortalitzat en una pel·lícula de 1945 amb Fernando Rey i Tony Leblanc i una altra de 2016 amb Luis Tosar i Javier Gutiérrez?",Els últims de Filipines,26/11/2024
Cine i música,"Quines dues pel·lícules dirigides per Martin Scorsese estan ambientades en la mateixa ciutat, estan protagonitzades pel mateix actor i tenen lloc pràcticament en la mateixa època?",Gangs of New York i L'edat de la inocència,26/11/2024
Temes valencians,"Quina població del País Valencià, de menys de 10.000 habitants, apareix en un dels escenaris de combat del videojoc de lluita Tekken 6, amb una música titulada «Fist Festival»",Bunyol,3/12/2024
Ciència,"Amb quin nom, que en la Grècia clàssica designava un atuell sense anses, es coneix una varietat de guix d’un valor d’1,5-2 en l’escala de Mohs i que, pel seu caràcter translúcid era utilitzat per substituir el vidre en les finestres de les esglésies medievals?",Alabastre,3/12/2024
Geografia,"Quin era el nom d’un paradís fictici, que apareix en un llibre de 1510 titulat «Las sergas de Esplandián», habitat per amazones negres comandades per la reina Calafia, i que hui designa un topònim on viuen quasi 40 milions d’habitants?",Califòrnia,3/12/2024
Cine i música,"A qui adoptà, en una pel·lícula de 1999, un matrimoni on la dona estava interpretada per una actriu guanyadora de l’Oscar que havia protagonitzat una pel·lícula de pirates que va suposar la bancarrota de la productora Carolco Pictures?",Stuart Little,3/12/2024
Miscelània,"Ordeneu, en sentit horari, els símbols del comandament de la Play Station i les lletres A,B,X,Y del comandament de la Xbox",Triangle - Cercle - X - Quadrat; Y - B - A - X,3/12/2024
Ciència,"Amb quin color es relaciona un to amb un nom que procedeix d’un poble piamontès on en 1800 va haver-hi una batalla on Napoleó portava un abric d’eixe color, i que també era el nom que li va posar al seu cavall?",Gris marengo,3/12/2024
Història,Digueu a quines polítiques espanyoles corresponen aquests malnoms creats per Federico Jiménez Losantos,La asaltacapillas - Rita Maestre: Marqués de la Ingle - Iván Espinosa de los Monteros; La niña de la curva - Ione Belarra; Maricomplejines - Mariano Rajoy,3/12/2024
Miscelània,"Quina saga de videojocs, iniciada en 1987 i amb 320 milions de còpies venudes des d’aleshores, va començar a desenvolupar-se en un context de bancarrota imminent de la seua companya?",Final Fantasy,9/12/2024
Història,"Quina associació, que actualment compta amb més de 2 milions de membres en 180 països, va ser fundada en 1935 a Akron (Ohio) després d’una reunió entre un corredor de borsa i un cirurgià coneguts com Bill W i Dr. Bob?",Alcohòlics Anònims,9/12/2024
Esports,"Quin esport, que va ser practicat per primera vegada pels presoners anglesos al segle XIX, rep el seu nom a partir d’una onomatopèia?",Squash,9/12/2024
Temes valencians,Ordeneu aquests presidents del València CF pel temps de duració del seu mandat,Manuel Llorente (1402) - Pedro Cortés (1397) - Juan Bautista Soler (1254) - Jaume Ortí (1182),9/12/2024
Ciència,"Sobre quins animals es va crear un fals mite a partir d’un documental de Disney de 1958 anomenat «Infern blanc», mite que va ser desmentit en una investigació de 1983 feta per la Canadian Broadcasting Company?",Lemmings,9/12/2024
Ciència,"Quina unitat de volum, equivalent a uns 159 litres, s’anomena a partir del nom en anglès de l’oca de collar, au habitual de les costes atlàntiques i del Mar del Nord?",Barril de Brent,9/12/2024
Cine i música,Relacioneu aquests cantants italians amb la seua ciutat de naixement,Adriano Celentano - Milà; Fabrizio de André - Gènova; Lucio Dalla - Bolònia; Umberto Tozzi - Torí,9/12/2024
Miscelània,Quin era el cognom de l’empresari francès que en 1834 va crear a Londres una marca de la qual Kate Moss va ser imatge durant 15 anys i que s’utilitza com a denominació genèrica per referir-se a un producte?,Rimmel,17/12/2024
Història,"Quin títol, propi dels imams dels ismaïlites nizarites, va ser atorgat per primera vegada en 1818 i actualment l’ostenta la mateixa persona des de 1957?",Aga Khan,17/12/2024
Art i literatura,"Quin és el personatge més conegut del pintor nascut a Michigan Haddon Sundblom, que el va estar pintant entre 1931 i 1966, inspirant-se en un venedor jubilat anomenat Lou Prentice?",Santa Claus,17/12/2024
Ciència,Quina professió rep el seu nom a partir dels cavalls que en l’antiga Roma eren retirats quan ja no servien per a la batalla i eren utilitzats com a animals de tir?,Veterinari,17/12/2024
Història,"Quin moviment espiritual es basa en el caràcter messiànic d’un home nascut en 1892 amb el nom de Lij Makonnen, últim monarca del seu país i que en 1936 hagué d’exiliar-se a Anglaterra per la invasió de les tropes italianes?",Rastafari,17/12/2024
Temes valencians,"Quin municipi del País Valencià, el nom del qual va perdre el seu sentit amb la castellanització dels topònims a partir del segle XVIII, està edificat sobre les restes d’una ciutat ibèrica anomenada Al·ló o Alonis?",La Vila Joiosa,17/12/2024
Esports,"En quina ciutat, capital d’un estat sobirà, es disputa un derbi de futbol amb dos equips que vesteixen de blau i roig, colors que representen, respectivament, el Partit Conservador i el Partit Liberal d’eixe país?",Bogotá,17/12/2024
Ciència,Digueu dues de les tres ciutats on es troben els cinc edificis més alts de la Unió Europea,"Varsovia, Francfort, Madrid",17/12/2024
Geografia,"Quin és el nom d’una regió veneçolana, prop de la frontera amb Guyana i Brasil, popular per una cançó de 1972 d’Hugo Blanco Manzo que ha sigut versionada en 2024 per un cantant espanyol?",La Gran Sabana,7/01/2025
Ciència,L’any 2025 és un quadrat perfecte (és el quadrat d’un nombre sencer sense decimals). Quin va ser l’últim any amb aquestes característiques i quin serà el pròxim?,1936 i 2116,7/01/2025
Cine i música,"Quina característica, establida per un monjo italià al segle XI, tenen les primeres síl·labes de cada vers d’un himne a Sant Joan Baptista compost per Pau el Diaca al segle VIII?",Són les notes musicals,7/01/2025
Miscelània,"Quin era el cognom de la família amb la qual els Schwarz van formar una empresa als anys 1930, i que en 1977 es va reanomenar a la seua denominació actual per la connotació negativa que té el cognom Schwarz amb relació a l’activitat d’eixa empresa?",Lidl,7/01/2025
Història,"Quin general romà del segle I aC va passar a la història per la seua mort a la batalla de Carras, on el seu exèrcit de 42.000 efectius va ser derrotat per només 10.000 soldats parts?",Craso,7/01/2025
Esports,"De quina competició, disputada per primera vegada en 1949, és Richard Petty la persona amb més victòries, un total de 200 entre 1958 i 1992?",NASCAR,7/01/2025
Temes valencians,"Digueu el nom de tres dels «portals xics», hui desapareguts, de la muralla medieval de València","Jueus, Russafa, Torrent, del Coixo, Tints, Portal Nou, Trinitat, Blanquers, del Reial",7/01/2025
Ciència,Ordeneu aquests científics per la seua data de naixement,Planck (1858) - Einstein (1879) - Schrödinger (1887) - Heisenberg (1901),7/01/2025
Temes valencians,Quants escons sumaren el PSOE i Compromís en les eleccions autonòmiques de maig de 2023?,46,14/01/2025
Història,"Amb quina denominació, mencionada per primera vegada per Piteas al segle IV aC, s’ha conegut al llarg de la història la costa noruega, l’illa d’Islàndia, una base polar a Groenlàndia i una organització esotèrica molt influent en la ideologia nazi?",Thule,14/01/2025
Cine i música,Relacioneu aquests personatges de La Patrulla Canina amb la seua imatge,1-Rubble; 2-Rocky; 3-Chase; 4-Marshall,14/01/2025
Història,"En quin lloc es va produir, el 26 d’octubre de 1881, un succés on moriren tres persones i altres tres resultaren ferides, i que ha sigut representat en pel·lícules de 1946, 1957, 1967, 1993 i 1994?",OK Corral,14/01/2025
Esports,"En quin topònim americà, que inclou en el seu nom el gentilici d’una província europea, es disputava fins a 2018 un torneig esportiu que eixe any guanyaren John Isner i Sloane Stephens?",Cayo Vizcaino (Masters Miami),14/01/2025
Història,"Quina era la funció del «Groom of the Stool», un càrrec instaurat per Enric VIII i que la corona britànica va mantindre fins a 1901?",Netejar el cul del rei,14/01/2025
Ciència,"Quina condició relacionada amb el desenvolupament dels ossos, que presenta entre el 2 i el 7% de la població adulta, tenen persones com Brigitte Bardot, Madonna o Arnold Schwarzenegger?",Diastema,14/01/2025
Art i literatura,Classifiqueu aquestes novel·les segons siguen victorianes o eduardianes,"Victorianes - Dr. Jekyll, Dràcula, Dorian Gray; Eduardianes - L'edat de la inocència, La pimpinela escarlata",14/01/2025
Cine i música,Relacioneu aquests personatges amb la pel·lícula de David Lynch on apareixen,Bobby Peru - Wild at Heart; Diane Selwyn - Mulholland Drive; Dorothy Vallens - Blue Velvet; Renee Madison - Lost Highway,20/01/2025
Cine i música,"Quin cantant i campió d’Espanya d’atletisme, de cognoms Lizoaín Vidondo, va prendre el seu nom artístic de la localitat on va nàixer en 1964?",Serafín Zubiri,20/01/2025
Història,"Quina tradició, apareguda a Itàlia a principis del segle XVI, va finalitzar amb la mort en 1922 d’Alessandro Moreschi, conegut amb el malnom de «L’angelo di Roma»?",Castratti,20/01/2025
Temes valencians,"Digueu dos artistes nascuts al País Valencià, o grups amb almenys un integrant valencià, que hagen participat en el Festival d’Eurovisió","Jaime Morey, Javier de Juan (La Década Prodigiosa), Ony (D'Nash), Blanca Paloma, Mery Bas (Nebulossa) y Mark Dasousa (Nebulossa)",20/01/2025
Geografia,"Quina és l’altura en metres de l’Estàtua de la Unitat, la més alta del món, situada a la província índia de Gujarat?",182,20/01/2025
Ciència,Quin insult deriva de la denominació tradicional de la síndrome de deficiència congènita de iode?,Cretí,20/01/2025
Esports,"Quina és la paraula en afrikaans per a «turó», que va donar nom a una famosa grada d’animació que ret homenatge a una batalla de la Segona Guerra Anglo-Bòer en l’any 1900?",Kop,20/01/2025
Ciència,"Segons algunes llegendes, quines criatures estaven obligades a comptar grans d’arròs o llavors, motiu que va inspirar un personatge televisiu aparegut per primera vegada en 1972?",Vampirs,20/01/2025
Ciència,"Quants anys tenia Marie Curie quan va rebre el Premi Nobel de Química en 1911, convertint-se en la primera persona en rebre aquest premi en dues categories diferents?",44,28/01/2025
Temes valencians,Quin personatge clau en la història americana va viure entre 1857 i 1859 en l’actual plaça del Miracle del Mocadoret de la ciutat de València?,José Martí,28/01/2025
Història,Quins dos inventors crearen en 1852 un producte anomenat «Volcanic» i una empresa que actualment és la major fabricant del seu sector als EUA?,Smith & Wesson,28/01/2025
Història,"A més de Tailàndia, digueu dos estats sobirans o territoris fora d’Europa o Amèrica que reconeguen, en major o menor grau, la unió legal de persones del mateix sexe","Sudàfrica, Taiwan, Japó, Austràlia i Nova Zelanda",28/01/2025
Cine i música,Ordeneu aquestes pel·lícules pel nombre de vegades que es diu la paraula «fuck» per minut,"Casino (2,37) - El gran Lebowski (2,22) - Pulp Fiction (1,72) - Snatch (1,55)",28/01/2025
Esports,"Quina és la característica principal d’Alex Hunter, futbolista anglès nascut en 1999, net d’un altre futbolista famós, i que va jugar, entre altres, en el Reial Madrid i LA Galaxy?",És un personatge del FIFA,28/01/2025
Miscelània,"Quin element apareix en l’escut de la localitat granadina de Soportújar, únic municipi espanyol amb aquest element i que té a veure amb llegendes locals?",Una bruixa,28/01/2025
Ciència,Relacioneu aquests txakres amb la part del cos on s’ubiquen,Anahata - Cor; Swadishtana - Sacre; Vishudha - Gola,28/01/2025
Temes valencians,"Quin topònim físic del País Valencià deriva del cognom d’una cantant i actriu, amant de Felip IV i coneguda també com «Marizápalos», i que va passar els últims anys de la seua vida com a bandolera en eixe lloc?",Serra Calderona,4/02/2025
Cine i música,"Quantes vegades ha sigut nominat als Oscars el compositor John Williams, persona viva amb més nominacions?",54,4/02/2025
Art i literatura,Quin és l’element principal d’un «marató» de 25 hores que se celebra des de 1997 en la localitat de New Bedford a Massachusetts?,Moby Dick,4/02/2025
Història,Digueu tres dels cinc estats dels EUA que es van incorporar a la Unió en el segle XX,"Oklahoma (1907), Nou Mèxic (1912), Arizona (1912), Alaska (1959), Hawaii (1959)",4/02/2025
Esports,Quins dos estats sobirans són els únics països de més de 100 milions d’habitants que no han guanyat mai una medalla als Jocs Olímpics d’estiu?,Bangladés i RD Congo,4/02/2025
Història,"Quin era el nom de pila del duc d’Alburquerque entre 1464 i 1492, qui podria haver sigut el pare biològic d’un personatge històric que va passar els seus últims anys a l’exili en Portugal?",Beltrán,4/02/2025
Ciència,De quina regió de l’actual Pakistan procedeix etimològicament el nom d’una fruita que va ser introduïda a la península Ibèrica durant l’edat mitjana i de la qual la Xina és el país més exportador actualment?,Sind,4/02/2025
Ciència,"Quina paraula es va inventar en 1920 un xiquet de nou anys anomenat Milton Sirotta, nebot d’Edward Kasner, qui la va incorporar a un llibre de 1940 anomenat Les matemàtiques i la imaginació?",Gúgol,4/02/2025
Temes valencians,"Amb quin nom, que correspon a una divisió religiosa sense vigència actual, es coneix la subcomarca històrica formada pels municipis de Sanet i els Negrals, Benimeli, El Ràfol d’Almúnia, Sagra i Tormos?",Rectoria de la Marina Alta,11/02/2025
Geografia,"A quin estat sobirà pertany la província de Cabinda, que està separada físicament de la resta del país i té frontera amb altres dos estats sobirans?",Angola,11/02/2025
Ciència,Quantes persones en la història han caminat sobre la superfície de la Lluna?,12,11/02/2025
Ciència,"Quin és el cognom d’un advocat estatunidenc famós per haver batejat una màxima d’internet que diu que, a mesura que una discussió en línia s’allarga, la probabilitat que algú mencione Hitler o els nazis s’aproxima a 1?",Godwin,11/02/2025
Cine i música,"Quin personatge, inspirat en el cantant britànic Vince Taylor i el teatre Kabuki japonès, va aparèixer en 1972 per advertir la humanitat de la imminent destrucció de la Terra?",Ziggy Stardust,11/02/2025
Esports,"Quin estat sobirà del Carib, amb poc més de 100.000 habitants, és el país menys poblat del món en haver guanyat una medalla d’or als Jocs Olímpics d’estiu?",Granada,11/02/2025
Història,"A més dels països que donen nom al grup, digueu dos estats sobirans que formen part dels BRICS+","Egipte, Emirats Àrabs Units, Etiòpia, Iran, Indonèsia",11/02/2025
Cine i música,Relacioneu aquests compositors amb la seua ciutat de naixement,Bach - Eisenach; Brahms - Hamburg; Haydn - Rohrau; Schumann - Zwickau,11/02/2025
Esports,"De què es va proclamar campió mundial el passat mes de gener el canadenc Michael Jarman, derrotant al tres vegades campió Andrew «The Annihilator» Ngai?",Excel,18/02/2025
Art i literatura,Digueu els quatre estats sobirans europeus que visità Phileas Fogg en la novel·la «La volta al món en 80 dies» de Jules Verne,"Regne Unit, França, Itàlia, Irlanda",18/02/2025
Ciència,"Quin producte, introduït al mercat en 1967 i que es comercialitza en un envàs de 24 cm de llargària, té forma de parabolòide hiperbòlic?",Pringles,18/02/2025
Temes valencians,"Quin càrrec, que va existir entre 1098 i 1964, dona nom a una plaça de València en honor a una persona nascuda a Sevilla que el va ostentar durant 43 anys?",Patriarca (d'Antioquia),18/02/2025
Història,"Quin personatge històric es va casar a Madrid en 1802 amb María Teresa Rodríguez del Toro y Alayza, pocs mesos abans de la mort d’ella per unes febres tropicals que va contraure en el país natal d’ell?",Simón Bolívar,18/02/2025
Cine i música,"Quin és el nom en alemany de la ciutat txeca de Mariánské Lázne, que apareixia en el títol d’una pel·lícula de 1961 guanyadora del Lleó d’Or al Festival de Venècia?",Marienbad,18/02/2025
Ciència,"Amb quina paraula en llatí, que també designa les màscares mortuòries romanes, es denomina la fase final o adulta del cicle de vida de la majoria dels insectes?",Imago,18/02/2025
Geografia,Digueu tres dels quatre estats sobirans que formen part de l’únic quatrifini que hi ha al món,"Namíbia, Zambia, Zimbabue i Botsuana",25/02/2025
Història,"En quin territori va tindre lloc a principis de la dècada de 1950 la denominada «guerra de les bústies», en la qual aquests objectes foren vandalitzats en protesta pel nombre ordinal del nou monarca?",Escòcia,25/02/2025
Temes valencians,"Segons la tradició popular, de quin poble del País Valencià era Sant Antoni i en quin altre poble va obrar un miracle en salvar d’ofegar-se una agüela que havia caigut al riu?",Gavarda i Antella,25/02/2025
Cine i música,"Quina actriu, guanyadora d’un Oscar que va batre un rècord encara vigent, va ser ambaixadora dels EUA a Ghana i Txecoslovàquia després de la seua carrera cinematogràfica?",Shirley Temple,25/02/2025
Miscelània,"Per a quin producte llançat a mitjan dècada de 1990, que va vendre 7 milions d’unitats en les primeres cinc setmanes, va compondre el músic Brian Eno una peça musical que dura menys de sis segons?",Windows 95,25/02/2025
Esports,Quants gols ha marcat Alexia Putellas en competicions oficials jugant amb la samarreta del FC Barcelona?,206,25/02/2025
Ciència,"Quin és el nom del narcòtic diví de l’antiga Índia, mencionat amb freqüència en el Rig-veda, i que apareix també en una novel·la que s’inicia en l’any 632 després de Ford?",Soma,25/02/2025
Ciència,Quina és la mesura exacta d’un format estàndard introduït en 1889 per William Kennedy Dickson i que està composat per una capa de nitrat de cel·lulosa i vuit perforacions?,35mm,25/02/2025
Geografia,Quants estats sobirans del món tenen l’anglès com a llengua oficial «de iure»?,53,4/03/2025
Cine i música,Quina pel·lícula de 2019 té un títol que és el final d’una frase original de l’Eneida de Virgili que comença amb «així es va»?,Ad astra,4/03/2025
Història,"Quina ciutat de l’estat espanyol, d’uns 174.000 habitants, rep el seu nom a partir d’un soldat romà anomenat Emeteri, que va ser martiritzat i que a finals del segle XVIII va ser declarat un dels dos sants patrons d’eixa ciutat?",Santander,4/03/2025
Esports,"De qui era l’estàtua que entre 2011 i 2013 va estar ubicada en l’estadi del Fulham, per la relació personal de l’aleshores propietari del club amb eixa persona, aliena al món del futbol?",Michael Jackson,4/03/2025
Història,"Segons la tradició, quin problema, que es remunta a la mitologia grega, va resoldre Alexandre el Gran d’una manera que apareix referenciada en el famós lema personal de Ferran el Catòlic?",Nus gordià,4/03/2025
Ciència,Ordeneu cronològicament aquests models de cotxe,Renault 5 (1972) - Ford Fiesta (1976) - Seat Panda (1980) - Opel Corsa (1982),4/03/2025
Temes valencians,"Quin és el contingut del llibre de Sent Soví, escrit originalment en 1324 i que representa la mostra més antiga coneguda a la península Ibèrica de llibre d’aquesta matèria?",Receptari de cuina,4/03/2025
Art i literatura,"Quina localitat fictícia, que va aparèixer en una novel·la de 1955, té el mateix nom que una localitat real, però probablement està inspirada en una altra de nom diferent i situada en un altre estat del mateix país?",Comala,4/03/2025
Ciència,"Quin és l’objecte específic de la queraunopatologia, branca de la medicina que estudia un fet que provoca unes 24.000 morts a l’any a tot el món?",Lesions per impacte de raigs,11/03/2025
Geografia,Digueu quatre estats sobirans on s’hagen enregistrat les temperatures més altes del seu respectiu continent,"EUA, Argentina, Itàlia, Tunisia, Iran, Austràlia",11/03/2025
Temes valencians,"Quin emblemàtic edifici de la ciutat de València va ser fundat en 1545 per a l’orde de Sant Jeroni, seguint el testament que havia dictat la virreina Germana de Foix?",Monestir de Sant Miquel dels Reis,11/03/2025
Cine i música,"Quines dues pel·lícules, adaptacions de novel·les del mateix autor i separades per cinc anys, no van guanyar cap Oscar però la primera d’elles està protagonitzada per un actor nominat que va perdre contra el protagonista de la segona?",Cadena perpetua i La milla verde,11/03/2025
Art i literatura,"A qui va encarregar el tsar Alexandre III en 1885 un regal per a la tsarina Maria, amb tant d’èxit que ella va encomanar una peça similar cada any per les mateixes dates?",Fabergé,11/03/2025
Esports,"Quin era el malnom de Henry Percy, un cavaller medieval anglès especialista en les baralles de galls, fet que va donar origen al nom i al logo d’un equip de futbol?",Hotspur,11/03/2025
Ciència,"Quin terme, encunyat en un llibre de 1967 escrit per Edward de Bono, té quatre elements clau que són: «comprovació de suposicions», «fer les preguntes», «creativitat» i «pensament lògic»?",Pensament lateral,11/03/2025
Geografia,Digueu quatre ciutats d’Europa que tingueren més de 500.000 habitants en l’any 1850,"Londres, París, Constantinoble, Viena, Sant Petersburg",25/03/2025
Història,"Quin era el nom del monestir de Sant Jeroni a Barcelona, que va existir entre 1313 i 1835, i que actualment dona nom a un barri que alberga un edifici inaugurat en 1955 amb el nom de Francisco Franco?",Vall d'Hebrón,25/03/2025
Cine i música,"Quin objecte, procedent del món natural, representava la covardia dels soldats durant l’època victoriana, fet que apareix en el títol d’una novel·la de 1902 d’A.E.W. Mason que ha sigut adaptada al cine almenys set vegades?",Ploma blanca,25/03/2025
Ciència,"Quin era l’especialitat mèdica de l’australià Lionel Logue, famós per un fet que es conta en una pel·lícula de 2010?",Logopèdia,25/03/2025
Esports,Relacioneu aquests equips de bàsquet amb el seu país,Cañeros del Este - Rep. Dominicana; Gaiteros del Zulia - Veneçuela; Indios de Mayagüez - Puerto Rico; Lobos de Chiriquí - Panamà,25/03/2025
Ciència,"Quin producte, aparegut per primera vegada en 1893, deu el seu nom a un enzim descobert en 1863 per Theodor Schwann, tot i que fa temps que ja no conté eixe enzim?",Pepsi,25/03/2025
Art i literatura,"Quin terme va ser encunyat al voltant de l’any 1797 per Pierre Maurice Quays, amb un sentit pejoratiu i barrejant les paraules que designen les pedres i les conquilles marines?",Rococó,25/03/2025
Geografia,"Quins dos estats sobirans comparteixen la frontera internacional més curta del món (85 metres), després que una tempesta creara la unió amb el continent d’una illa que conté el nom d’una altra illa d’un d’aquests dos països?",Espanya i Marroc,1/04/2025
Ciència,"Quin objecte deu una de les seues denominacions al fet que estiga compost de dues parts, una d’elles anomenada «cap», i que conté un element químic que va ser aïllat per primera vegada per Hennig Brandt en 1669?",Misto,1/04/2025
Història,Classifiqueu aquests personatges històrics segons foren més baixos o més alts que Napoleó,"Més baixos - Franco, Lenin, Picasso; Més alts - Bogart",1/04/2025
Esports,Digueu dues de les tres nacionalitats actuals dels atletes que competiren sota la bandera de la Federació de les Índies Occidentals als Jocs Olímpics de Roma 1960,"Jamaica, Trinidad y Tobago, Barbados",1/04/2025
Ciència,"Amb quin nom, procedent del persa, es coneix una tela de cotó o polièster de baix preu que va ser començada a fabricar en Europa a partir del segle XVIII i que hui s’utilitza en una frase feta?",Percal,1/04/2025
Miscelània,Ordeneu aquestes banderes de col·lectius LGTBIQ+ pel nombre de franges horitzontals de la seua bandera,Intersexual (6) - Transgènere (5) - Asexual (4) - Pansexual (3),1/04/2025
Temes valencians,Relacioneu aquests cines desapareguts en València amb el barri on s’ubicaven,Boston - Benicalap; Capri - Campanar; Imperial - Cabanyal; Los Ángeles - Natzaret,1/04/2025
Temes valencians,"Amb el nom de quin animal es coneixia la línia de tramvia que connectava la localitat d’Onda amb el Grau de Castelló entre 1888 i 1963, fent referència al color de la seua locomotora i a la irregularitat de la seua marxa?",La Panderola,8/04/2025
Geografia,"De quina regió europea procedeixen vora 15.000 persones a l’estat d’Idaho, representant la població més gran d’oriünds d’aquesta regió fora d’Europa?",País Basc,8/04/2025
Ciència,"Quin signe matemàtic, atribuït a William Oughtred al segle XVII, té una notació alternativa per evitar confusions amb un altre signe popularitzat per Fermat però amb el seu origen a l’edat Antiga?",Signe de multiplicació,8/04/2025
Història,"Quina és la denominació per al matrimoni amb persones d’un estrat social més baix, que deriva de l’alemany antic i significa «regal del matí següent» i que van contraure, entre altres, l’hereu d’Alfons XIII a Espanya, Lluís XIV a França o Eduard VIII al Regne Unit?",Morganàtic,8/04/2025
Ciència,"Quina fita mèdica està relacionada amb la britànica Louise Brown, nascuda en 1978 i protagonista d’una pel·lícula de 2024 disponible a Netflix?",Primera bebé probeta,8/04/2025
Art i literatura,"Quina illa de Rússia, entre Sibèria i el Japó, va donar nom a una obra d’Anton Txékhov i a una editorial fundada en Barcelona en 2009 i especialitzada en novel·la negra i narrativa estrangera contemporània?",Sajalín,8/04/2025
Esports,"Quin joc de taula, inventat per Peter Adolph en 1947 i del qual Espanya ha sigut sis vegades campiona del món, es juga amb 22 figuretes i té una denominació comercial que es correspon amb el nom científic del Falcó mostatxut europeu?",Subbuteo,8/04/2025
Història,"Quines sigles, que es van utilitzar per primera vegada a principis de la dècada de 1990, contenen dues lletres que procedeixen dels cognoms d’una persona nascuda al segle XVIII i d’una altra nascuda al segle XIX?",BDSM,15/04/2025
Història,"Amb quina paraula, que fa referència a una subhasta pública de mercaderies, es denomina tradicionalment un espai que acull una activitat que podria tindre el seu origen al segle XIV?",Els Encants,15/04/2025
Ciència,"Quina paraula es troba al nom científic del gat de la Pampa, que va ser utilitzada per una empresa japonesa per denominar un dels seus productes i que va haver de canviar en els països castellanoparlants?",Pajero,15/04/2025
Esports,"Quina competició esportiva creada en 1963, on participen anualment 95 països, va canviar de nom en 2020 per adoptar el d’una esportista que té el mateix nom de pila que una famosa cançó de 1983?",Copa Billie Jean King,15/04/2025
